Sprint,Bug ID,Bug Title,Who found,Platform,Functionality,How many times reproduced,Root Cause,Status,Priorities,Severity,Created Date,Changed Date,Time for solve
-,9775,The email validation doesn`t exist for subscription ordering,QA,"AT Portal(prod), AT Portal(dev)",Mailer,1,,To Do,3 - Medium,3 - Medium,25.03.2024,25.03.2024,0
252,9798,Db error while pushing Intune from Portfolio with AppArchitecture placeholder,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,28.03.2024,29.03.2024,1
252,9799,Supersedence isn`t working with AppArchitecture placeholder,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,28.03.2024,29.03.2024,1
256,9808,Correct User guide links (from specific page to specific instruction),Customer(Internal),"AT Portal(prod), AT Portal(dev)",User Guides,1,,Closed,3 - Medium,3 - Medium,01.04.2024,22.05.2024,51
256,9815,Metadata extractor not supporting encoded files ,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Metadata extractor,1,,Closed,3 - Medium,3 - Medium,03.04.2024,22.05.2024,49
253,9818,TT: difference between ProjectTimesheet and TimeSheetMgt date,Customer(Internal),TimeTracker,Date,1,,In development,2 - High,3 - Medium,03.04.2024,24.04.2024,21
256,9819,The Architecture field is absent during Import as a source of the Catalogue requests result package,QA,"AT Portal(prod), AT Portal(dev)",Catalogue,1,,Closed,3 - Medium,3 - Medium,03.04.2024,22.05.2024,49
254,9822,SCCM Connector: Error opening the file. There may be a disk or file system error,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,Closed,3 - Medium,3 - Medium,04.04.2024,24.04.2024,20
254,9852,AT Passport. Error while redirecting from auth to AT portal,QA,SSO Passport(dev),Authorization,1,,Closed,3 - Medium,3 - Medium,10.04.2024,24.04.2024,14
-,9862,"""Share it"" dashboard option isn`t working properly",QA,"AT Portal(prod), AT Portal(dev)",Dashboards,1,,To Do,3 - Medium,3 - Medium,12.04.2024,12.04.2024,0
256,9864,The Timezone on the EET field is not properly displayed on OPS,QA,"OPS(dev), OPS(prod)",Timezone,1,,Closed,3 - Medium,3 - Medium,15.04.2024,10.05.2024,25
255,9866,KNAUFMIG. After exporting table to Excel the Stage and Status columns are gone,QA,AT Portal(dev),Bulk conversion,1,,Closed,3 - Medium,3 - Medium,15.04.2024,29.04.2024,14
255,9867,KNAUFMIG. Incorrect search results,QA,AT Portal(dev),Bulk conversion,1,,Closed,3 - Medium,3 - Medium,15.04.2024,29.04.2024,14
254,9873,"AT Portal ""link to previous version"" bug",Customer(Internal),"AT Portal(prod), AT Portal(dev)",Previous version,1,,Closed,3 - Medium,3 - Medium,16.04.2024,22.05.2024,36
256,9874,AT Portal. 500 while importing the same file with manual and URL upload,QA,"AT Portal(prod), AT Portal(dev)",Import,1,,Closed,3 - Medium,3 - Medium,16.04.2024,22.05.2024,36
-,9875,"Selecting all results from the search will mark ""Select first 200 apps"" checkbox",QA,"AT Portal(prod), AT Portal(dev)",Bulk conversion,1,,In development,3 - Medium,3 - Medium,16.04.2024,22.05.2024,36
256,9878,OPS WG: zip template size limit,Developer,"OPS(dev), OPS(prod)",Wrapper Generator,1,,Closed,3 - Medium,3 - Medium,17.04.2024,22.05.2024,35
257,9883,Template error Intune,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,2 - High,3 - Medium,18.04.2024,01.06.2024,44
258,9891,SCCM Connector: load collection list issue,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,2 - High,2 - High,19.04.2024,22.05.2024,33
257,9892,Intune Connector: load assignment list issue,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,2 - High,2 - High,19.04.2024,03.06.2024,45
255,9913,The wrong default Detection method script template in the Intunewin bulk conversion settings,QA,AT Portal(dev),Bulk conversion,1,,Closed,2 - High,2 - High,30.04.2024,02.05.2024,2
255,9915,"The Custom fields are not displayed on the dynamic variables in the ""Intunewin bulk conversion"" settings sections",QA,AT Portal(dev),Bulk conversion,1,,Closed,3 - Medium,3 - Medium,30.04.2024,03.05.2024,3
256,9917,Sometimes Error 500 - When login,Developer,"AT Portal(prod), AT Portal(dev)",Login,1,,Closed,3 - Medium,3 - Medium,02.05.2024,22.05.2024,20
-,9949,Additional file is created when you upload some source file,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Virtualization,1,,To Do,2 - High,2 - High,13.05.2024,30.05.2024,17
256,9958,The Bulk conversion status is not Success if the Bulk conversion applications was marked as removed or success,QA,AT Portal(dev),Bulk conversion,1,,Closed,2 - High,2 - High,16.05.2024,22.05.2024,6
-,9959,Unify upload modal buttons,Developer,"AT Portal(prod), AT Portal(dev)",Import,1,,To Do,3 - Medium,3 - Medium,16.05.2024,16.05.2024,0
256,9962,The email is not sent after Wrapping stage Failed,QA,AT Portal(dev),Bulk conversion,1,,Closed,3 - Medium,3 - Medium,17.05.2024,25.05.2024,8
256,9965,The Launcher is not started during Packaging SS step,QA,AT Portal(dev),Launcher,1,,Closed,2 - High,2 - High,17.05.2024,22.05.2024,5
256,9971,"Issue with ""Testing VM was not created."" during the intune bulk operation",Customer(Internal),AT Portal(dev),Bulk conversion,1,,Closed,3 - Medium,3 - Medium,20.05.2024,25.05.2024,5
256,9972,Care 500 Error,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Care ,1,,Closed,1 - Critical,1 - Critical,20.05.2024,22.05.2024,2
-,9975,OPS WG: zip template size limit notifications not working with filesize more than 128mb,QA,"OPS(dev), OPS(prod)",Wrapper Generator,1,,To Do,3 - Medium,3 - Medium,21.05.2024,21.05.2024,0
256,9991,"Default value of the ""[PackageName] placeholder value"" field is wrong",Customer(Internal),AT Portal(dev),Bulk conversion,1,,Closed,3 - Medium,3 - Medium,22.05.2024,23.05.2024,1
258,9993,Source with upper case name is skipped,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,3 - Medium,3 - Medium,22.05.2024,21.06.2024,30
257,9995,"Errors during the deployment, problem with access to the files",Customer(Internal),"AT Portal(prod), AT Portal(dev)",Bulk conversion,1,,To Do,3 - Medium,3 - Medium,22.05.2024,23.05.2024,1
256,10028,Long path error while autotesting,Developer,"OPS(dev), OPS(prod)",Autopackaging Testing,1,,To Do,3 - Medium,3 - Medium,31.05.2024,31.05.2024,0
258,10034,SCCM Push. No Icon size validation,QA,AT Portal(dev),SCCM,1,,Closed,3 - Medium,3 - Medium,04.06.2024,21.06.2024,17
-,10051,KNAUFMIG. Added deliverable is marked with wrong date on the Timeline page,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Bulk conversion,1,,To Do,3 - Medium,3 - Medium,07.06.2024,12.07.2024,35
258,10053,Source exctraction failure while Bulk testing,Developer,"AT Portal(prod), AT Portal(dev)",Bulk conversion,1,,To Do,3 - Medium,3 - Medium,07.06.2024,21.06.2024,14
256,10057,"Auto-detection by branding is constantly retrieving an error, but the manual check was fine.",Customer(Internal),"AT Portal(prod), AT Portal(dev)",Bulk conversion,1,,Closed,3 - Medium,3 - Medium,10.06.2024,11.06.2024,1
258,10059,Intune. Error while pushing package with big filesize,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,3 - Medium,3 - Medium,11.06.2024,21.06.2024,10
-,10065,Issue with converting a large package to IntuneWin,Customer(Internal),Virtualization,APE,1,,In development,3 - Medium,3 - Medium,12.06.2024,02.10.2024,112
-,10074,SCCM Connector: Informa issue,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,3 - Medium,3 - Medium,18.06.2024,18.06.2024,0
267,10079,APE. Log files are not included while manually excluded,QA,"AT Portal(prod), AT Portal(dev)",APE,1,,To Do,3 - Medium,3 - Medium,18.06.2024,10.07.2024,22
259,10080,File corruption,Customer,"AT Portal(prod), AT Portal(dev)",Storage,1,,Closed,1 - Critical,1 - Critical,18.06.2024,10.07.2024,22
-,10081,APE. The Wrap to Intune functionality has no limitations of package file size,QA,"AT Portal(prod), AT Portal(dev)",APE,1,,To Do,2 - High,3 - Medium,19.06.2024,19.06.2024,0
-,10084,Care Trial account bugs,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Care,1,,To Do,3 - Medium,3 - Medium,19.06.2024,10.07.2024,21
259,10085,Source does not rewrite corrupt file,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Updates,1,,Closed,1 - Critical,1 - Critical,19.06.2024,10.07.2024,21
-,10090,SCCM Connector: Unable to connect to SCCM site 'APP' error,Customer(Internal),AT Portal(dev),SCCM,1,,To Do,3 - Medium,3 - Medium,20.06.2024,21.06.2024,1
-,10099,SSO API. 401 while trying to login to hangfire service,QA,SSO(dev),Hangfire,1,,To Do,3 - Medium,3 - Medium,25.06.2024,25.06.2024,0
259,10100,Time Tracker Issue,Customer(Internal),"OPS(dev), OPS(prod)",TimeTracking,1,,Closed,3 - Medium,3 - Medium,26.06.2024,10.07.2024,14
-,10104,The exception after uploading the wrong file format to the Avatar on the Passport page,QA,SSO Passport(prod),Avatar,1,,To Do,3 - Medium,3 - Medium,27.06.2024,27.06.2024,0
261,10109,SCCM Connector: SCCM import stuck on import in progress stage,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,Closed,3 - Medium,3 - Medium,03.07.2024,07.08.2024,35
259,10113,IntuneWin Wrapper node has not enough disk space,Developer,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,3 - Medium,3 - Medium,05.07.2024,10.07.2024,5
-,10135,Intune Bulk Conversion Issue Related to VM Timeout (due to long installation time or stuck installation),Customer(Internal),"AT Portal(prod), AT Portal(dev)",Bulk conversion,1,,To Do,3 - Medium,3 - Medium,10.07.2024,02.09.2024,54
261,10154,Upload bug  on BIS project.,Customer(Internal),AT Portal(prod),Import,1,,Closed,1 - Critical,2 - High,23.07.2024,01.08.2024,9
-,10176, 500 while editing VM image while using dd/MM/YYYY and dd.MM.YYYY date formats,QA,"SSO Passport(dev), SSO Passport(prod)",VM,1,,To Do,3 - Medium,3 - Medium,26.07.2024,02.09.2024,38
261,10178,Modal window is opened only for the Required group on the Assignments Template,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,26.07.2024,30.07.2024,4
261,10179,"Required ""After days"" field is not mandatory to enter during updating Assignment template",QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,26.07.2024,30.07.2024,4
261,10180,The Assignment Template table is not aligned properly on the Full HD screen,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,26.07.2024,30.07.2024,4
-,10181,Archive was corrupted,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Upload,1,,To Do,3 - Medium,3 - Medium,26.07.2024,02.09.2024,38
263,10182,Error during Intune Push,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,3 - Medium,3 - Medium,26.07.2024,26.07.2024,0
261,10183,"The wrong data format is transfered to the Intune if the ""Device time zone"" parameter set on the Assignment Template",QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,26.07.2024,30.07.2024,4
261,10201,No space available on Wrapping stage during Bulk conversion,QA,AT Portal(dev),Bulk conversion,1,,Closed,2 - High,3 - Medium,02.08.2024,07.08.2024,5
262,10204,Fix vulnerability for IdentityServer4,Developer,"AT Portal(prod), AT Portal(dev)",SSO,1,,Closed,2 - High,3 - Medium,05.08.2024,21.08.2024,16
261,10229,The return code for 3010 is not properly set after AutoPush to Intune,QA,AT Portal(dev),Intune,,,Closed,3 - Medium,3 - Medium,09.08.2024,10.08.2024,1
264,10237,Return codes issues,Customer(Internal),AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,13.08.2024,13.09.2024,31
263,10240,Standard RDP. OpenVPN solution doesn't work,DevOps,OPS(dev),RDP,1,,Closed,3 - Medium,3 - Medium,13.08.2024,03.09.2024,21
-,10247,SCCM Connector: Proxy password with special characters error,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,Closed,3 - Medium,3 - Medium,13.08.2024,15.08.2024,2
266,10256,Issue with Virtualization during Bulk Conversion:,DevOps,"AT Portal(prod), AT Portal(dev)",Virtualization,1,,In development,2 - High,2 - High,15.08.2024,02.10.2024,48
263,10261,The emails are not sent after changing the triggers on the Updates admin panel,QA,AT Portal(dev),Care+,1,,Closed,3 - Medium,3 - Medium,20.08.2024,28.08.2024,8
263,10283,"Intune. Display name, version, publisher is not saved while application is pushing",QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,23.08.2024,05.09.2024,13
263,10284,Intune. Export to Excel feature make empty fil,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,23.08.2024,04.09.2024,12
266,10286,AT portal Intune. Empty Intune page,QA,"AT Portal(prod), AT Portal(dev)",Settings,1,,To Do,3 - Medium,3 - Medium,27.08.2024,08.10.2024,42
263,10290,AT Portal Intune. 500 error after editing of the application,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,27.08.2024,04.09.2024,8
-,10292,No validation during manual push to Intune of empty package,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,To Do,3 - Medium,3 - Medium,28.08.2024,02.09.2024,5
263,10293,The exception during setting Discovery Document not mandatory on the Project Settings,Customer(Internal),AT Portal(dev),Settings,1,,Closed,2 - High,3 - Medium,27.08.2024,28.08.2024,1
263,10299,SCCM. Visual highlight of the field validation isn`t shown,QA,AT Portal(dev),SCCM,1,,Closed,3 - Medium,3 - Medium,02.09.2024,25.09.2024,23
-,10306,Missing roles in dropdown,Customer(Internal),"SSO(dev), SSO(prod)",Roles,1,,To Do,4 - Low,4 - Low,02.09.2024,02.09.2024,0
-,10350,"VMs stuck in status ""stopping""",DevOps,VIrtualization,VM,1,,To Do,3 - Medium,3 - Medium,11.09.2024,11.09.2024,0
264,10361,No graphics in Issue percentage section on KPI Personal Statistics page,QA,OPS(dev),KPI,1,,Closed,3 - Medium,3 - Medium,11.09.2024,12.09.2024,1
264,10362,The duplication of the Tasks are displayed on the Issue Percantage graphics,QA,OPS(dev),KPI,1,,Closed,3 - Medium,3 - Medium,12.09.2024,13.09.2024,1
264,10364,The filtering with QA engineer option is not working on the Internal Bugs page,QA,OPS(dev),KPI,1,,Closed,3 - Medium,3 - Medium,12.09.2024,13.09.2024,1
-,10367,APE: MSI repackage error,Customer(Internal),"OPS(dev), OPS(prod)",APE,1,,To Do,3 - Medium,3 - Medium,12.09.2024,19.09.2024,7
264,10384,The default time for App Availability is not 12:00 PM by default,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,17.09.2024,18.09.2024,1
264,10385,The Manual Push to Intune is failed if Device restart behavior is No action/App install may force a device restart and Grace period is enabled for the Group,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,17.09.2024,18.09.2024,1
264,10386,The Assignment Template settings can't be modified if the Restart grace period had wrong value and disabled after that,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,17.09.2024,18.09.2024,1
264,10387,No warning indicator in the Enabled Restart grace period groups after changing Device Restart behavior from Determine behavior based on return codes to No actions on the Push to Intune page,QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,17.09.2024,18.09.2024,1
-,10388,Echo includes step from previous version in new Testing doc,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Echo,1,,To Do,3 - Medium,3 - Medium,17.09.2024,17.09.2024,0
-,10408,SSO. Removed role is not shown in the list while assigned a new one,QA,"SSO(dev), SSO(prod)",Roles,1,,To Do,3 - Medium,3 - Medium,23.09.2024,23.09.2024,0
-,10409,The dropdown options isn't showing on the Create Draft page,QA,"OPS(dev), OPS(prod)",Mailer,1,,To Do,3 - Medium,3 - Medium,23.09.2024,23.09.2024,0
-,10425,The General tab isn't displayed on Packaging Factory Service,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Settings,1,,To Do,3 - Medium,3 - Medium,24.09.2024,25.09.2024,1
-,10426,No visible start menu on VMs,Customer(Internal),VIrtualization,VM,1,,Closed,3 - Medium,3 - Medium,25.09.2024,25.09.2024,0
266,10427,AT: Timeline.Index System.InvalidOperationException,Customer,"AT Portal(prod), AT Portal(dev)",Timeline,1,,Waiting for release,2 - High,2 - High,25.09.2024,04.10.2024,9
266,10429,Package archive corruption,Customer,"AT Portal(prod), AT Portal(dev)",Storage,1,,In development,3 - Medium,3 - Medium,26.09.2024,08.10.2024,12
-,10430,VMs are frozen during reboot,Customer(Internal),"OPS(dev), OPS(prod)",Virtualization,1,,To Do,3 - Medium,3 - Medium,26.09.2024,26.09.2024,0
